0,1,2,3,4,5,6,7,8,9,10
sausage,margarine,margarine,,,,,,,,
soda,mayonnaise,,,,,,,,,
meat,butter milk,tropical fruit,specialty bar,newspapers,rolls/buns,,,,,
dessert,citrus fruit,,,,,,,,,
butter,seasonal products,,,,,,,,,
bottled water,soups,newspapers,root vegetables,shopping bags,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
chocolate,yogurt,,,,,,,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
canned beer,curd,,,,,,,,,
curd,soda,rolls/buns,,,,,,,,
other vegetables,chocolate,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
newspapers,long life bakery product,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
pastry,processed cheese,,,,,,,,,
chicken,herbs,soda,,,,,,,,
chocolate,whole milk,,,,,,,,,
root vegetables,soda,dessert,,,,,,,,
shopping bags,specialty chocolate,,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
dessert,whole milk,,,,,,,,,
pork,hamburger meat,,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
root vegetables,margarine,,,,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
dish cleaner,frozen potato products,,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
pip fruit,soda,brown bread,,,,,,,,
bottled water,ham,brown bread,yogurt,,,,,,,
ham,other vegetables,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
chicken,soda,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
soda,dessert,,,,,,,,,
chocolate,brown bread,,,,,,,,,
pork,cake bar,,,,,,,,,
jam,margarine,,,,,,,,,
canned beer,grapes,,,,,,,,,
sugar,butter,curd,,,,,,,,
other vegetables,berries,,,,,,,,,
sausage,detergent,,,,,,,,,
other vegetables,soda,,,,,,,,,
bottled water,brown bread,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
bottled water,whole milk,,,,,,,,,
finished products,pip fruit,curd,pork,curd,whipped/sour cream,whole milk,,,,
whipped/sour cream,soda,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
chicken,curd,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
liquor,bottled water,,,,,,,,,
berries,condensed milk,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
whole milk,citrus fruit,,,,,,,,,
waffles,whole milk,meat spreads,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chocolate marshmallow,yogurt,soda,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
curd,domestic eggs,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
dessert,dental care,waffles,,,,,,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
other vegetables,bottled water,mustard,whole milk,root vegetables,pet care,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
rolls/buns,soda,red/blush wine,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
turkey,bottled water,,,,,,,,,
sugar,popcorn,baking powder,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
root vegetables,napkins,,,,,,,,,
chicken,rolls/buns,yogurt,pastry,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,bottled beer,,,,,,,,,
whole milk,whole milk,pastry,pickled vegetables,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
oil,soda,sliced cheese,,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,snack products,,,,,,,,,
beef,pastry,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
bottled beer,bottled water,,,,,,,,,
pork,berries,,,,,,,,,
sausage,brown bread,,,,,,,,,
beef,yogurt,,,,,,,,,
yogurt,whole milk,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
soda,waffles,,,,,,,,,
pastry,berries,,,,,,,,,
sausage,frozen potato products,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
canned beer,canned beer,,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
canned beer,pastry,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
frankfurter,soda,soda,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
whole milk,other vegetables,yogurt,newspapers,bottled water,pet care,,,,,
sparkling wine,bottled water,,,,,,,,,
chicken,onions,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
roll products ,toilet cleaner,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
rolls/buns,curd,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
whole milk,rolls/buns,,,,,,,,,
yogurt,tropical fruit,mayonnaise,curd,soft cheese,,,,,,
root vegetables,hard cheese,,,,,,,,,
dessert,margarine,,,,,,,,,
butter milk,sausage,UHT-milk,yogurt,canned beer,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
seasonal products,butter,ice cream,,,,,,,,
brown bread,other vegetables,,,,,,,,,
newspapers,salty snack,,,,,,,,,
root vegetables,white wine,liquor (appetizer),,,,,,,,
root vegetables,soda,,,,,,,,,
curd,pastry,,,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
pastry,detergent,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
butter,soda,,,,,,,,,
soda,beef,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
frankfurter,napkins,,,,,,,,,
butter,bottled water,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
beef,long life bakery product,,,,,,,,,
pork,canned beer,rolls/buns,yogurt,mustard,oil,popcorn,whipped/sour cream,,,
meat,pasta,,,,,,,,,
chicken,other vegetables,,,,,,,,,
onions,rolls/buns,,,,,,,,,
pot plants,chicken,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,,
citrus fruit,rolls/buns,pastry,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
frozen fruits,citrus fruit,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
hamburger meat,dessert,,,,,,,,,
pork,dental care,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
whole milk,flour,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
yogurt,spread cheese,soda,fruit/vegetable juice,,,,,,,
tropical fruit,canned beer,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
coffee,tropical fruit,,,,,,,,,
butter,whole milk,,,,,,,,,
ice cream,canned beer,semi-finished bread,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,cream cheese ,,,,,,,,,
UHT-milk,curd,,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
beverages,domestic eggs,soda,butter milk,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
pork,meat,whole milk,salty snack,whole milk,frozen potato products,processed cheese,rolls/buns,,,
rolls/buns,domestic eggs,,,,,,,,,
beverages,soda,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whipped/sour cream,canned fish,,,,,,,,,
pork,rolls/buns,,,,,,,,,
grapes,whole milk,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
pork,processed cheese,,,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
soda,butter,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
root vegetables,root vegetables,root vegetables,pastry,,,,,,,
herbs,pip fruit,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
soda,butter milk,soda,,,,,,,,
grapes,canned beer,frozen dessert,sugar,detergent,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
beef,root vegetables,,,,,,,,,
whole milk,dog food,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
citrus fruit,cling film/bags,fruit/vegetable juice,,,,,,,,
beverages,sausage,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
whole milk,coffee,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
pip fruit,napkins,cat food,,,,,,,,
beverages,white wine,frozen potato products,,,,,,,,
sausage,butter,,,,,,,,,
tropical fruit,canned vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,whole milk,hamburger meat,white bread,,,,,,,
beef,shopping bags,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
frankfurter,soda,,,,,,,,,
butter,cream,,,,,,,,,
pet care,mustard,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
citrus fruit,frankfurter,tropical fruit,napkins,,,,,,,
whole milk,red/blush wine,shopping bags,cream cheese ,canned beer,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
pastry,baking powder,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
rolls/buns,red/blush wine,canned beer,,,,,,,,
other vegetables,butter milk,,,,,,,,,
misc. beverages,oil,,,,,,,,,
root vegetables,napkins,,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
other vegetables,oil,,,,,,,,,
citrus fruit,jam,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chicken,curd,,,,,,,,,
napkins,photo/film,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
berries,pastry,,,,,,,,,
citrus fruit,syrup,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
pork,curd,,,,,,,,,
whipped/sour cream,chewing gum,,,,,,,,,
butter milk,whole milk,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,white bread,,,,,,,,,
hamburger meat,seasonal products,,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
other vegetables,sausage,tropical fruit,whipped/sour cream,salty snack,oil,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
sausage,shopping bags,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
coffee,other vegetables,,,,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
butter milk,dessert,,,,,,,,,
sausage,hamburger meat,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
soda,shopping bags,,,,,,,,,
coffee,oil,newspapers,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
misc. beverages,coffee,,,,,,,,,
whole milk,margarine,soda,softener,,,,,,,
other vegetables,soap,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
sausage,whipped/sour cream,specialty bar,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
mayonnaise,processed cheese,,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
chicken,other vegetables,,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
frankfurter,curd,white bread,rolls/buns,coffee,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
chewing gum,rolls/buns,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
yogurt,cream cheese ,fruit/vegetable juice,,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
sausage,brown bread,,,,,,,,,
soda,soft cheese,oil,,,,,,,,
frankfurter,oil,soda,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
ham,chocolate,,,,,,,,,
canned beer,whole milk,,,,,,,,,
butter,cake bar,ice cream,fruit/vegetable juice,,,,,,,
root vegetables,grapes,,,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
ice cream,curd,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,yogurt,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
whole milk,bottled water,,,,,,,,,
frankfurter,fruit/vegetable juice,shopping bags,,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
tropical fruit,frozen dessert,napkins,,,,,,,,
pork,root vegetables,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
soda,frozen meals,,,,,,,,,
white wine,condensed milk,,,,,,,,,
soda,grapes,,,,,,,,,
rolls/buns,sausage,curd,whole milk,butter milk,margarine,white bread,yogurt,,,
pip fruit,pasta,,,,,,,,,
meat,dishes,,,,,,,,,
soda,chocolate,,,,,,,,,
red/blush wine,dog food,,,,,,,,,
root vegetables,other vegetables,whole milk,frozen meals,,,,,,,
pip fruit,hard cheese,,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
soda,beef,bottled beer,soda,,,,,,,
citrus fruit,brown bread,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
candles,soda,,,,,,,,,
root vegetables,soda,,,,,,,,,
napkins,soda,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
sauces,frozen meals,,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
soda,rolls/buns,,,,,,,,,
ice cream,shopping bags,soda,,,,,,,,
citrus fruit,brown bread,cat food,,,,,,,,
sausage,prosecco,pot plants,,,,,,,,
ham,dessert,,,,,,,,,
canned beer,yogurt,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
chicken,pastry,candles,,,,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
roll products ,margarine,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
soda,oil,,,,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
pork,whole milk,,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water,,,,
root vegetables,soda,waffles,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
candy,other vegetables,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
ham,whole milk,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
ham,grapes,,,,,,,,,
root vegetables,berries,coffee,bottled beer,rice,,,,,,
pork,pet care,margarine,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,cake bar,,,,,,,,,
other vegetables,domestic eggs,semi-finished bread,,,,,,,,
frankfurter,berries,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
butter milk,margarine,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
pork,rolls/buns,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
berries,newspapers,,,,,,,,,
soda,curd,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
hygiene articles,whole milk,,,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,zwieback,,,,,,,,,
other vegetables,white bread,,,,,,,,,
sausage,other vegetables,fruit/vegetable juice,,,,,,,,
berries,onions,,,,,,,,,
shopping bags,soda,soups,,,,,,,,
coffee,rolls/buns,,,,,,,,,
bottled beer,white bread,,,,,,,,,
other vegetables,curd,beef,white bread,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
other vegetables,canned fish,,,,,,,,,
bottled water,bottled water,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
frozen vegetables,sugar,,,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
frankfurter,bottled water,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
beverages,mustard,,,,,,,,,
canned beer,whole milk,,,,,,,,,
sausage,coffee,yogurt,white wine,,,,,,,
newspapers,pastry,,,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
rolls/buns,candy,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
whole milk,onions,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
meat,chicken,yogurt,pip fruit,,,,,,,
bottled water,bottled water,,,,,,,,,
photo/film,pastry,,,,,,,,,
pork,bottled beer,flour,,,,,,,,
oil,bottled beer,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
bottled water,margarine,,,,,,,,,
frozen meals,onions,,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
other vegetables,shopping bags,packaged fruit/vegetables,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
frankfurter,sausage,,,,,,,,,
beef,packaged fruit/vegetables,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
citrus fruit,butter,,,,,,,,,
salty snack,napkins,sugar,,,,,,,,
sausage,curd,,,,,,,,,
pastry,meat,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
canned fruit,newspapers,,,,,,,,,
salty snack,curd,,,,,,,,,
butter,bottled water,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
beverages,salt,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beef,liquor,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
canned beer,canned beer,,,,,,,,,
white bread,canned beer,,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
berries,butter,tea,,,,,,,,
herbs,domestic eggs,,,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,,
chicken,rolls/buns,,,,,,,,,
butter milk,margarine,,,,,,,,,
citrus fruit,curd,napkins,,,,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
ice cream,other vegetables,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
frankfurter,coffee,,,,,,,,,
newspapers,cookware,,,,,,,,,
pork,meat,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
sugar,flour,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
canned beer,curd,,,,,,,,,
waffles,shopping bags,soda,cream cheese ,,,,,,,
pot plants,other vegetables,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
beverages,condensed milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
tropical fruit,napkins,whole milk,,,,,,,,
sliced cheese,margarine,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
ham,pastry,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pork,citrus fruit,UHT-milk,dessert,,,,,,,
brown bread,citrus fruit,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
soda,pastry,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
beef,domestic eggs,,,,,,,,,
napkins,coffee,,,,,,,,,
packaged fruit/vegetables,whole milk,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
hard cheese,other vegetables,whole milk,zwieback,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
salty snack,shopping bags,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
sausage,hamburger meat,pork,chewing gum,whole milk,soda,soft cheese,yogurt,,,
onions,bottled water,pastry,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
soft cheese,soda,,,,,,,,,
white bread,brown bread,,,,,,,,,
canned beer,brown bread,,,,,,,,,
frankfurter,pork,pastry,canned vegetables,,,,,,,
frozen fish,coffee,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
soda,cream cheese ,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
rolls/buns,oil,,,,,,,,,
packaged fruit/vegetables,waffles,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
whole milk,sauces,hard cheese,,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
photo/film,domestic eggs,cocoa drinks,,,,,,,,
pip fruit,cake bar,,,,,,,,,
onions,butter,,,,,,,,,
sweet spreads,coffee,,,,,,,,,
frankfurter,coffee,,,,,,,,,
snack products,soda,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
dessert,tropical fruit,,,,,,,,,
meat,pip fruit,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
kitchen towels,bottled water,citrus fruit,butter,hygiene articles,,,,,,
